id,gender,car_owner,propert_owner,children,income,type_income,education,marital_status,housing_type,age,days_employed,mobile_phone,work_phone,phone,email_id,type_occupation,family_members
5010707,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,43,13,1,0,1,0,Drivers,2
5028984,F,N,Y,0,193500.0,Working,Secondary / secondary special,Separated,House / apartment,52,6,1,1,1,1,Laborers,1
5028615,Unknown,Y,Y,0,225000.0,Commercial associate,Higher education,Single / not married,With parents,29,5,1,0,1,0,Sales staff,1
5126034,F,Y,Y,0,108000.0,Working,Secondary / secondary special,Separated,House / apartment,47,2,1,0,0,1,Cleaning staff,1
5090470,M,N,Y,1,900000.0,Working,Secondary / secondary special,Married,House / apartment,42,12,1,0,0,0,Laborers,3
5021775,F,N,Y,0,292500.0,Commercial associate,Higher education,Civil marriage,House / apartment,39,4,1,0,0,0,Laborers,2
5046415,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,39,4,1,0,1,0,Unknown,2
5065606,M,Y,N,0,270000.0,Pensioner,Higher education,Married,House / apartment,64,1000,1,0,0,0,Unknown,2
5117314,M,N,Y,1,292500.0,Working,Secondary / secondary special,Married,House / apartment,45,4,1,0,0,0,Laborers,3
5009195,F,N,N,0,292500.0,State servant,Secondary / secondary special,Married,House / apartment,57,23,1,1,1,0,Accountants,2
5139548,F,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37,17,1,0,1,0,Medicine staff,4
5096416,F,N,N,0,76500.0,Working,Secondary / secondary special,Married,House / apartment,46,0,1,1,0,0,Unknown,2
5042286,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,29,3,1,0,0,0,Secretaries,1
5050729,M,Y,N,0,180000.0,Working,Secondary / secondary special,Single / not married,With parents,23,1,1,0,0,0,Unknown,1
5038897,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,1000,1,0,1,0,Unknown,2
5050973,F,N,N,1,112500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,43,20,1,0,0,0,Core staff,2
5044935,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,43,15,1,0,1,0,Managers,4
5113539,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,57,4,1,0,0,0,Laborers,2
5085990,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,1000,1,0,0,0,Unknown,2
5033452,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,52,15,1,1,1,0,Core staff,2
5051240,F,Y,N,0,121500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,1000,1,0,0,0,Unknown,1
5065335,M,N,Y,0,202500.0,Commercial associate,Lower secondary,Married,Rented apartment,26,5,1,0,1,0,Sales staff,2
5145978,F,Y,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,53,16,1,0,0,0,Secretaries,1
5105614,F,Y,Y,2,135000.0,Working,Higher education,Married,House / apartment,33,1,1,0,0,0,Accountants,4
5038845,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,46,4,1,1,1,0,Sales staff,2
5105556,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54,12,1,0,0,0,Laborers,2
5028383,M,Y,N,0,337500.0,Working,Secondary / secondary special,Single / not married,With parents,31,9,1,0,0,0,Core staff,1
5009980,F,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,56,10,1,0,0,0,Medicine staff,2
5062075,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58,1000,1,0,0,0,Unknown,2
5009706,F,N,N,0,157500.0,Working,Higher education,Married,House / apartment,31,0,1,0,0,0,Managers,2
5146463,M,Y,N,0,360000.0,State servant,Higher education,Married,House / apartment,27,5,1,0,0,0,Unknown,2
5112662,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33,1,1,0,0,0,Managers,3
5096796,M,Y,Y,0,337500.0,Working,Higher education,Separated,House / apartment,36,1,1,0,0,0,Laborers,1
5066843,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,46,1000,1,0,0,0,Unknown,2
5066597,F,N,N,1,360000.0,Commercial associate,Higher education,Civil marriage,House / apartment,40,5,1,0,0,0,Sales staff,3
5009074,F,Y,Y,1,450000.0,State servant,Higher education,Married,House / apartment,48,1,1,0,1,1,Core staff,3
5090954,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,53,33,1,0,1,1,Medicine staff,1
5143019,M,N,N,0,270000.0,Working,Secondary / secondary special,Married,With parents,32,1,1,1,1,0,Laborers,2
5118617,F,N,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,43,14,1,0,0,0,Sales staff,1
5116018,F,Y,Y,0,450000.0,Pensioner,Higher education,Widow,House / apartment,60,1000,1,0,1,0,Unknown,1
5139662,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,64,1000,1,0,0,0,Unknown,2
5042232,F,N,Y,0,112500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,35,17,1,1,0,0,Sales staff,1
5125317,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57,7,1,0,0,0,Unknown,2
5068038,F,N,N,0,112500.0,State servant,Secondary / secondary special,Married,With parents,47,25,1,0,0,0,Medicine staff,2
5038814,F,N,Y,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,2,1,0,0,0,Unknown,2
5095356,F,N,N,0,157500.0,Working,Secondary / secondary special,Single / not married,With parents,24,2,1,0,0,0,Sales staff,1
5037266,M,Y,N,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,32,3,1,0,0,0,Drivers,1
5052865,F,N,Y,0,94500.0,Commercial associate,Incomplete higher,Married,House / apartment,38,9,1,1,1,0,Sales staff,2
5096211,M,N,N,0,81000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,38,0,1,1,0,0,Low-skill Laborers,2
5023280,F,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,45,6,1,0,0,0,Sales staff,2
5132340,F,N,Y,2,198000.0,Commercial associate,Incomplete higher,Separated,House / apartment,42,7,1,0,0,0,Unknown,3
5136012,F,N,N,3,180000.0,Working,Higher education,Married,House / apartment,37,19,1,0,0,0,Core staff,5
5045917,M,Y,Y,0,315000.0,Commercial associate,Secondary / secondary special,Married,Rented apartment,46,5,1,0,0,0,Drivers,2
5041073,F,N,Y,0,67500.0,Working,Secondary / secondary special,Single / not married,House / apartment,49,0,1,0,0,0,Laborers,2
5149660,F,N,Y,1,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,32,8,1,0,0,0,Realty agents,3
5022756,F,N,N,1,202500.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,29,8,1,0,0,0,Sales staff,2
5036562,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,32,13,1,1,0,0,Unknown,3
5117754,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,43,4,1,0,0,0,Managers,2
5125281,F,N,Y,1,90000.0,Working,Secondary / secondary special,Married,House / apartment,44,10,1,0,0,1,Sales staff,3
5149039,F,N,Y,2,270000.0,Commercial associate,Higher education,Civil marriage,House / apartment,30,10,1,0,0,0,Laborers,4
5021267,F,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,39,12,1,0,0,0,Laborers,3
5125166,M,N,Y,1,234000.0,Working,Secondary / secondary special,Married,House / apartment,32,4,1,0,0,0,Laborers,3
5125524,M,N,N,2,171000.0,Working,Secondary / secondary special,Married,Municipal apartment,37,15,1,1,1,0,Core staff,4
5010089,F,N,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28,4,1,0,0,0,Laborers,2
5126457,F,N,N,0,94500.0,Working,Higher education,Married,House / apartment,46,0,1,0,0,0,Security staff,2
5142763,F,N,N,0,117000.0,Commercial associate,Secondary / secondary special,Single / not married,With parents,27,1,1,0,0,0,Sales staff,1
5023261,M,Y,Y,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,58,4,1,0,0,0,Drivers,2
5090861,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,54,5,1,0,0,0,Sales staff,2
5146123,F,N,N,0,54000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,55,1000,1,0,0,0,Unknown,1
5023410,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,59,1000,1,0,0,0,Unknown,2
5010032,M,Y,Y,0,85500.0,Pensioner,Secondary / secondary special,Married,House / apartment,60,1000,1,0,1,0,Unknown,2
5118397,M,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,46,4,1,0,0,0,Drivers,2
5033628,F,N,Y,0,166500.0,State servant,Higher education,Married,House / apartment,64,36,1,0,0,0,Unknown,2
5069399,M,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,23,4,1,1,1,0,Core staff,1
5008889,F,N,Y,0,247500.0,Commercial associate,Higher education,Separated,Rented apartment,46,3,1,0,0,0,Core staff,1
5022041,M,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,27,3,1,0,0,1,Sales staff,2
5126124,F,Y,N,0,72000.0,Working,Secondary / secondary special,Married,House / apartment,41,0,1,1,1,0,Medicine staff,2
5023563,F,N,Y,0,202500.0,Working,Secondary / secondary special,Widow,House / apartment,48,27,1,0,0,0,Core staff,1
5050853,M,N,N,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,25,4,1,0,0,0,High skill tech staff,1
5024412,M,Y,N,0,270000.0,Working,Higher education,Married,House / apartment,50,13,1,0,0,0,Managers,2
5090612,F,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,37,7,1,0,0,0,Accountants,2
5028274,F,Y,N,2,360000.0,Working,Incomplete higher,Married,House / apartment,34,6,1,0,0,0,Accountants,4
5028996,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,33,0,1,0,0,0,Unknown,2
5126322,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,48,4,1,1,1,0,High skill tech staff,2
5053610,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,Municipal apartment,56,10,1,0,0,0,Unknown,2
5137401,F,N,N,0,157500.0,Working,Higher education,Separated,House / apartment,47,8,1,0,0,0,Medicine staff,1
5142812,M,Y,N,0,202500.0,State servant,Secondary / secondary special,Married,House / apartment,31,11,1,1,1,0,Core staff,2
5053114,F,N,Y,0,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,65,1000,1,0,0,0,Unknown,2
5149027,F,N,Y,0,162000.0,Pensioner,Secondary / secondary special,Married,House / apartment,62,1000,1,0,0,0,Unknown,2
5145869,F,N,Y,0,225000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,57,1000,1,0,1,0,Unknown,1
5053354,F,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,50,0,1,0,0,0,Laborers,2
5087944,F,N,Y,0,72000.0,Working,Secondary / secondary special,Widow,House / apartment,54,5,1,1,1,0,Cleaning staff,1
5035688,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,45,22,1,0,0,0,Laborers,2
5068491,M,N,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,50,0,1,0,1,0,Unknown,3
5044860,F,N,Y,0,167400.0,Pensioner,Secondary / secondary special,Married,House / apartment,52,1000,1,0,0,0,Unknown,2
5117047,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,63,1000,1,0,0,0,Unknown,1
5022676,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63,1000,1,0,0,0,Unknown,2
5009739,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,40,12,1,1,1,0,Core staff,2
5096991,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,33,0,1,0,0,0,Core staff,3
5067982,M,Y,Y,0,153000.0,Working,Higher education,Separated,With parents,54,20,1,0,0,1,Managers,1
5135982,F,N,Y,0,423000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,36,8,1,0,0,0,Private service staff,1
5046362,F,N,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,With parents,39,0,1,1,1,0,Sales staff,2
5066817,F,Y,N,1,360000.0,Working,Higher education,Widow,House / apartment,45,11,1,0,0,1,Managers,2
5143519,F,N,Y,0,247500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,63,1000,1,0,0,0,Unknown,1
5068888,F,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,64,13,1,0,0,0,Medicine staff,2
5150412,F,N,Y,0,67500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60,1000,1,0,0,0,Unknown,1
5067924,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62,1000,1,0,0,0,Unknown,1
5056149,M,Y,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,64,40,1,0,0,0,Laborers,2
5022308,F,N,Y,0,90000.0,Working,Secondary / secondary special,Separated,House / apartment,52,9,1,0,0,0,Unknown,1
5068465,F,N,Y,1,90000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,27,5,1,0,1,0,Private service staff,3
5036881,F,Y,Y,0,225000.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,1000,1,0,0,0,Unknown,2
5137033,M,Y,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,39,0,1,0,1,0,Laborers,3
5148812,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,61,1000,1,0,0,0,Unknown,2
5100220,M,Y,Y,2,315000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,16,1,0,0,0,Drivers,4
5078842,F,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,With parents,28,0,1,0,0,0,Private service staff,3
5010526,M,Y,Y,1,450000.0,Working,Higher education,Married,Office apartment,50,7,1,0,0,0,Managers,3
5105150,F,N,Y,0,90000.0,Working,Higher education,Married,House / apartment,51,4,1,0,0,0,Sales staff,2
5045253,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,57,10,1,0,0,0,Core staff,3
5100000,F,N,N,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41,9,1,0,0,0,Sales staff,3
5029725,F,N,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,26,7,1,1,0,1,Core staff,3
5090925,F,N,Y,0,243000.0,Commercial associate,Secondary / secondary special,Married,With parents,46,9,1,0,0,0,Laborers,2
5115947,M,Y,Y,0,225000.0,Working,Secondary / secondary special,Single / not married,House / apartment,26,3,1,0,0,0,Unknown,1
5028572,F,N,Y,0,112500.0,Pensioner,Higher education,Married,House / apartment,60,1000,1,0,0,0,Unknown,2
5022373,F,N,Y,1,234000.0,Working,Secondary / secondary special,Single / not married,House / apartment,56,22,1,0,0,0,Core staff,2
5149040,F,N,Y,0,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,54,9,1,0,0,0,Laborers,2
5113291,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31,0,1,1,1,0,Core staff,4
5139951,F,Y,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,54,8,1,1,0,0,Unknown,2
5028697,M,Y,N,1,270000.0,Working,Higher education,Married,Rented apartment,29,0,1,0,1,0,Laborers,3
5148527,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Married,House / apartment,64,1000,1,0,0,0,Unknown,2
5009443,F,N,N,0,90000.0,State servant,Secondary / secondary special,Married,House / apartment,25,4,1,0,1,0,Unknown,2
5096621,F,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,39,4,1,0,1,0,Laborers,3
5149150,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,30,9,1,1,0,0,Laborers,2
5118448,F,N,N,1,76500.0,Working,Secondary / secondary special,Married,House / apartment,27,2,1,1,0,0,Sales staff,3
5116818,M,N,Y,0,85500.0,State servant,Secondary / secondary special,Separated,Co-op apartment,45,23,1,1,1,0,Core staff,1
5022833,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,47,4,1,0,0,0,Core staff,2
5086006,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,58,1000,1,0,0,0,Unknown,1
5010397,F,Y,Y,1,225000.0,Working,Higher education,Married,House / apartment,38,4,1,1,1,0,High skill tech staff,3
5047789,F,Y,Y,0,225000.0,Commercial associate,Higher education,Married,House / apartment,28,2,1,0,0,0,Unknown,2
5105657,F,Y,Y,2,540000.0,Working,Higher education,Single / not married,House / apartment,38,1,1,0,1,1,Unknown,3
5150047,F,N,Y,0,283500.0,Working,Secondary / secondary special,Married,House / apartment,49,1,1,0,0,0,Sales staff,2
5035791,F,Y,Y,0,90000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60,1000,1,0,0,0,Unknown,1
5088699,F,Y,Y,0,252000.0,Working,Secondary / secondary special,Married,House / apartment,48,3,1,0,0,0,Medicine staff,2
5115797,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,39,20,1,0,0,0,Laborers,2
5023460,F,Y,Y,0,315000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,57,1000,1,0,0,0,Unknown,1
5096466,M,Y,N,1,450000.0,Working,Higher education,Married,House / apartment,53,15,1,1,0,0,Managers,3
5146472,F,Y,Y,0,180000.0,Commercial associate,Higher education,Civil marriage,House / apartment,38,10,1,0,0,0,Sales staff,2
5024527,F,N,Y,0,270000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57,1000,1,0,1,0,Unknown,1
5095193,M,Y,Y,1,495000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42,3,1,0,1,0,Managers,3
5068156,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,53,8,1,0,0,0,Unknown,2
5117756,M,Y,N,0,306000.0,Working,Secondary / secondary special,Married,House / apartment,43,4,1,0,0,0,Managers,2
5066507,F,N,Y,0,157500.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,21,1,0,1,0,Private service staff,1
5143164,F,N,N,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,37,3,1,1,0,0,Accountants,4
5088834,F,N,Y,0,612000.0,State servant,Secondary / secondary special,Married,House / apartment,34,10,1,0,0,1,Accountants,2
5135841,F,N,Y,1,36000.0,Working,Secondary / secondary special,Married,House / apartment,34,3,1,0,1,0,Core staff,3
5023059,M,Y,Y,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,30,1,1,0,0,0,Laborers,3
5125325,M,Y,N,0,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,57,7,1,0,0,0,Unknown,2
5135574,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,32,2,1,0,0,0,Medicine staff,2
5009053,F,N,Y,2,202500.0,Working,Higher education,Married,House / apartment,30,6,1,0,0,1,Core staff,4
5028292,F,N,Y,0,292500.0,Working,Higher education,Separated,House / apartment,54,34,1,0,1,0,Core staff,1
5029108,M,Y,N,1,315000.0,State servant,Secondary / secondary special,Married,House / apartment,36,9,1,0,0,1,High skill tech staff,3
5091400,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,With parents,33,2,1,0,0,0,Unknown,2
5050768,F,N,N,2,337500.0,Working,Secondary / secondary special,Married,House / apartment,30,5,1,0,0,0,Core staff,4
5113420,F,N,N,1,157500.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,34,14,1,0,0,0,Core staff,2
5113132,F,Y,Y,0,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,52,9,1,0,0,0,Sales staff,2
5062670,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,40,12,1,0,0,0,Managers,3
5029352,M,Y,Y,0,270000.0,Working,Higher education,Married,House / apartment,29,1,1,0,0,0,Drivers,2
5105067,M,N,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,37,1,1,1,1,0,Unknown,2
5143573,M,Y,N,0,157500.0,Working,Incomplete higher,Married,With parents,24,2,1,1,0,0,Drivers,2
5045203,F,Y,Y,0,139500.0,Pensioner,Secondary / secondary special,Married,House / apartment,57,1000,1,0,0,0,Unknown,2
5065673,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,31,12,1,0,0,0,Unknown,1
5029544,F,Y,Y,1,133650.0,Commercial associate,Secondary / secondary special,Married,House / apartment,39,5,1,0,0,0,Unknown,3
5045800,M,Y,Y,1,427500.0,Working,Secondary / secondary special,Married,House / apartment,32,6,1,0,1,0,Drivers,3
5111159,F,Y,Y,1,81000.0,Working,Higher education,Married,House / apartment,29,3,1,1,1,0,Core staff,3
5099957,F,Y,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,30,1,1,0,0,0,Accountants,3
5143360,F,N,Y,0,126000.0,Working,Secondary / secondary special,Married,House / apartment,62,6,1,1,1,0,High skill tech staff,2
5091753,M,Y,N,2,135000.0,Working,Higher education,Married,House / apartment,34,4,1,0,0,0,Core staff,4
5117403,F,N,N,0,94500.0,Working,Secondary / secondary special,Married,House / apartment,45,4,1,0,0,0,Waiters/barmen staff,2
5149319,F,Y,Y,1,180000.0,Working,Higher education,Separated,House / apartment,51,16,1,0,0,0,Managers,2
5137542,F,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,51,8,1,1,0,0,Cooking staff,2
5095170,M,Y,Y,0,252000.0,Commercial associate,Higher education,Married,House / apartment,37,7,1,0,0,0,Drivers,2
5090780,F,N,N,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,33,9,1,0,0,0,Managers,3
5092242,F,N,N,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,56,6,1,0,0,0,Unknown,2
5068671,M,N,Y,0,247500.0,Working,Incomplete higher,Married,House / apartment,25,1,1,0,0,0,Core staff,2
5143427,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,64,1000,1,0,0,0,Unknown,1
5087994,M,Y,Y,1,180000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,42,18,1,0,0,0,Unknown,3
5052739,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,28,1,1,0,0,1,High skill tech staff,4
5068747,F,N,N,0,157500.0,Working,Higher education,Civil marriage,With parents,36,0,1,0,0,0,Accountants,2
5025029,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,54,1000,1,0,0,0,Unknown,2
5022571,M,Y,Y,0,202500.0,Pensioner,Higher education,Married,House / apartment,59,1000,1,0,0,0,Unknown,2
5024578,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,28,4,1,0,0,0,Laborers,3
5058405,M,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,35,7,1,0,0,0,Managers,2
5041869,M,Y,N,0,99000.0,State servant,Secondary / secondary special,Married,House / apartment,53,1,1,1,1,0,Core staff,2
5115894,M,Y,N,0,247500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,47,3,1,0,0,0,Drivers,2
5062749,M,Y,N,1,202500.0,State servant,Higher education,Married,House / apartment,36,6,1,0,0,0,Unknown,3
5045611,F,N,Y,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,32,1,1,0,0,0,Unknown,4
5113288,F,Y,Y,2,121500.0,Working,Incomplete higher,Married,House / apartment,31,0,1,1,1,0,Core staff,4
5053003,F,Y,Y,0,157500.0,Working,Incomplete higher,Married,House / apartment,25,4,1,1,1,0,Unknown,2
5118038,F,N,N,2,121500.0,Working,Higher education,Married,House / apartment,32,1,1,0,0,0,HR staff,4
5091405,F,N,Y,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,48,5,1,1,0,0,Laborers,1
5137022,F,N,N,0,180000.0,State servant,Secondary / secondary special,Widow,House / apartment,49,0,1,1,1,0,Laborers,1
5117594,F,N,N,0,144000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46,20,1,1,1,0,Core staff,1
5085704,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Married,House / apartment,53,1000,1,0,0,0,Unknown,2
5137292,M,Y,N,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,41,19,1,1,1,0,High skill tech staff,3
5038751,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,With parents,38,1,1,0,0,0,Drivers,4
5099900,M,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,55,18,1,0,0,0,Laborers,2
5116676,M,Y,Y,3,270000.0,Working,Secondary / secondary special,Married,House / apartment,36,1,1,1,0,0,Laborers,5
5061321,F,Y,Y,1,261000.0,State servant,Higher education,Married,House / apartment,41,4,1,0,0,0,Managers,3
5139410,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Married,House / apartment,39,16,1,1,0,0,Core staff,4
5048486,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,35,2,1,1,1,0,Drivers,2
5139658,F,N,Y,0,157500.0,Pensioner,Lower secondary,Married,House / apartment,64,1000,1,0,0,0,Unknown,2
5091280,M,N,Y,1,103500.0,Working,Secondary / secondary special,Married,House / apartment,32,1,1,1,0,0,Laborers,3
5023186,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,47,7,1,0,1,0,Core staff,2
5054307,M,N,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,27,2,1,0,0,0,Laborers,3
5116879,F,N,N,0,112500.0,Working,Higher education,Single / not married,With parents,30,0,1,1,1,0,High skill tech staff,1
5050453,M,N,Y,1,231750.0,Working,Secondary / secondary special,Married,House / apartment,39,0,1,0,0,0,Unknown,3
5022804,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,32,4,1,0,0,0,Managers,1
5091374,M,Y,Y,0,247500.0,Working,Secondary / secondary special,Married,House / apartment,42,3,1,1,1,0,Drivers,2
5135484,F,N,Y,0,135000.0,State servant,Higher education,Single / not married,Municipal apartment,29,5,1,0,0,0,Core staff,1
5054188,F,N,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,31,1,1,0,1,0,Sales staff,2
5054626,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60,1000,1,0,0,0,Unknown,1
5068548,M,Y,Y,0,117000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,53,2,1,0,0,0,Laborers,2
5053472,M,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50,5,1,1,1,0,Low-skill Laborers,2
5105395,F,N,Y,0,135000.0,Working,Incomplete higher,Single / not married,House / apartment,29,1,1,0,0,0,Secretaries,1
5029554,F,N,Y,0,103500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65,1000,1,0,0,0,Unknown,1
5089722,F,N,N,0,315000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,48,8,1,1,1,1,Private service staff,1
5066562,F,N,N,0,180000.0,Commercial associate,Incomplete higher,Married,With parents,22,1,1,1,0,1,Sales staff,2
5062547,F,N,Y,3,247500.0,Commercial associate,Incomplete higher,Married,House / apartment,33,6,1,0,0,1,Unknown,5
5010203,M,Y,Y,0,135000.0,Working,Lower secondary,Married,With parents,27,5,1,0,0,1,Laborers,2
5024665,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,39,12,1,1,1,0,Laborers,2
5089626,F,N,N,0,315000.0,Commercial associate,Higher education,Married,House / apartment,44,0,1,1,1,1,Sales staff,2
5021373,F,N,Y,0,247500.0,Working,Higher education,Married,House / apartment,60,1,1,0,0,1,Managers,2
